
Epoch 0, 25%	 Loss : 9.0498e-04	 RES : 3.3792e-05	 MSE : 4.6059e-04	 REL : 1.0435e+00
Training Epoch 122 finished,took current epoch 188.30s,cumulative time 23122.81s
Learning Rate : 0.001
Epoch 123, 25%	 Loss : 4.9484e-05	 RES : 1.0056e-07	 MSE : 2.7666e-05	 REL : 2.5575e-01
Epoch 123, 50%	 Loss : 4.9196e-05	 RES : 1.0630e-07	 MSE : 3.0391e-05	 REL : 2.7046e-01
Epoch 123, 75%	 Loss : 5.6280e-05	 RES : 1.2599e-07	 MSE : 3.1740e-05	 REL : 2.6119e-01
Training Epoch 123 :	 Loss : 5.0953e-05 	 RES : 1.0759e-07	 MSE : 3.1981e-05	 REL : 2.6903e-01
Validation Epoch 123 :	 Loss : 5.0694e-05	 RES : 1.0568e-07	 MSE : 3.1429e-05	 REL : 2.6702e-01
Training Epoch 123 finished,took current epoch 188.90s,cumulative time 23311.46s
MODEL SAVED
Learning Rate : 0.001
Epoch 124, 25%	 Loss : 4.9467e-05	 RES : 9.9237e-08	 MSE : 2.7286e-05	 REL : 2.5399e-01
Epoch 124, 50%	 Loss : 4.9189e-05	 RES : 1.0618e-07	 MSE : 3.0328e-05	 REL : 2.7018e-01
Epoch 124, 75%	 Loss : 5.6270e-05	 RES : 1.2578e-07	 MSE : 3.1622e-05	 REL : 2.6070e-01
Training Epoch 124 :	 Loss : 5.0945e-05 	 RES : 1.0734e-07	 MSE : 3.1904e-05	 REL : 2.6870e-01
Validation Epoch 124 :	 Loss : 5.0687e-05	 RES : 1.0529e-07	 MSE : 3.1346e-05	 REL : 2.6667e-01
Training Epoch 124 finished,took current epoch 188.16s,cumulative time 23499.37s
MODEL SAVED
Learning Rate : 0.001
Epoch 125, 25%	 Loss : 4.9462e-05	 RES : 9.9086e-08	 MSE : 2.7194e-05	 REL : 2.5356e-01
Epoch 125, 50%	 Loss : 4.9183e-05	 RES : 1.0601e-07	 MSE : 3.0242e-05	 REL : 2.6980e-01
Epoch 125, 75%	 Loss : 5.6260e-05	 RES : 1.2545e-07	 MSE : 3.1499e-05	 REL : 2.6019e-01
Training Epoch 125 :	 Loss : 5.0938e-05 	 RES : 1.0710e-07	 MSE : 3.1814e-05	 REL : 2.6832e-01
Validation Epoch 125 :	 Loss : 5.0680e-05	 RES : 1.0510e-07	 MSE : 3.1236e-05	 REL : 2.6621e-01
Training Epoch 125 finished,took current epoch 188.50s,cumulative time 23687.66s
MODEL SAVED
Learning Rate : 0.001
Epoch 126, 25%	 Loss : 4.9458e-05	 RES : 9.8998e-08	 MSE : 2.7181e-05	 REL : 2.5350e-01
Epoch 126, 50%	 Loss : 4.9178e-05	 RES : 1.0582e-07	 MSE : 3.0170e-05	 REL : 2.6948e-01
Epoch 126, 75%	 Loss : 5.6250e-05	 RES : 1.2525e-07	 MSE : 3.1399e-05	 REL : 2.5978e-01
Training Epoch 126 :	 Loss : 5.0932e-05 	 RES : 1.0691e-07	 MSE : 3.1745e-05	 REL : 2.6803e-01
Validation Epoch 126 :	 Loss : 5.0675e-05	 RES : 1.0502e-07	 MSE : 3.1149e-05	 REL : 2.6583e-01
Training Epoch 126 finished,took current epoch 189.64s,cumulative time 23877.03s
MODEL SAVED
Learning Rate : 0.001
Epoch 127, 25%	 Loss : 4.9454e-05	 RES : 9.8915e-08	 MSE : 2.7136e-05	 REL : 2.5328e-01
Epoch 127, 50%	 Loss : 4.9171e-05	 RES : 1.0561e-07	 MSE : 3.0056e-05	 REL : 2.6896e-01
Epoch 127, 75%	 Loss : 5.6242e-05	 RES : 1.2498e-07	 MSE : 3.1334e-05	 REL : 2.5952e-01
Training Epoch 127 :	 Loss : 5.0926e-05 	 RES : 1.0673e-07	 MSE : 3.1683e-05	 REL : 2.6777e-01
Validation Epoch 127 :	 Loss : 5.0670e-05	 RES : 1.0488e-07	 MSE : 3.1073e-05	 REL : 2.6550e-01
Training Epoch 127 finished,took current epoch 188.18s,cumulative time 24064.98s
MODEL SAVED
Learning Rate : 0.001
Epoch 128, 25%	 Loss : 4.9450e-05	 RES : 9.8864e-08	 MSE : 2.7078e-05	 REL : 2.5301e-01
Epoch 128, 50%	 Loss : 4.9165e-05	 RES : 1.0537e-07	 MSE : 2.9933e-05	 REL : 2.6842e-01
Epoch 128, 75%	 Loss : 5.6232e-05	 RES : 1.2472e-07	 MSE : 3.1248e-05	 REL : 2.5916e-01
Training Epoch 128 :	 Loss : 5.0920e-05 	 RES : 1.0654e-07	 MSE : 3.1620e-05	 REL : 2.6750e-01
Validation Epoch 128 :	 Loss : 5.0664e-05	 RES : 1.0470e-07	 MSE : 3.0968e-05	 REL : 2.6506e-01
Training Epoch 128 finished,took current epoch 189.39s,cumulative time 24254.23s
MODEL SAVED
Learning Rate : 0.001
Epoch 129, 25%	 Loss : 4.9447e-05	 RES : 9.8746e-08	 MSE : 2.7009e-05	 REL : 2.5269e-01
Epoch 129, 50%	 Loss : 4.9159e-05	 RES : 1.0508e-07	 MSE : 2.9867e-05	 REL : 2.6812e-01
Epoch 129, 75%	 Loss : 5.6224e-05	 RES : 1.2453e-07	 MSE : 3.1169e-05	 REL : 2.5883e-01
Training Epoch 129 :	 Loss : 5.0914e-05 	 RES : 1.0635e-07	 MSE : 3.1559e-05	 REL : 2.6724e-01
Validation Epoch 129 :	 Loss : 5.0659e-05	 RES : 1.0453e-07	 MSE : 3.0873e-05	 REL : 2.6465e-01
Training Epoch 129 finished,took current epoch 189.52s,cumulative time 24443.54s
MODEL SAVED
Learning Rate : 0.001
Epoch 130, 25%	 Loss : 4.9443e-05	 RES : 9.8638e-08	 MSE : 2.6981e-05	 REL : 2.5256e-01
Epoch 130, 50%	 Loss : 4.9153e-05	 RES : 1.0480e-07	 MSE : 2.9800e-05	 REL : 2.6782e-01
Epoch 130, 75%	 Loss : 5.6216e-05	 RES : 1.2432e-07	 MSE : 3.1113e-05	 REL : 2.5860e-01
Training Epoch 130 :	 Loss : 5.0909e-05 	 RES : 1.0618e-07	 MSE : 3.1497e-05	 REL : 2.6698e-01
Validation Epoch 130 :	 Loss : 5.0654e-05	 RES : 1.0441e-07	 MSE : 3.0763e-05	 REL : 2.6417e-01
Training Epoch 130 finished,took current epoch 189.81s,cumulative time 24633.07s
MODEL SAVED
Learning Rate : 0.001
Epoch 131, 25%	 Loss : 4.9438e-05	 RES : 9.8567e-08	 MSE : 2.6902e-05	 REL : 2.5219e-01
Epoch 131, 50%	 Loss : 4.9147e-05	 RES : 1.0459e-07	 MSE : 2.9699e-05	 REL : 2.6736e-01
Epoch 131, 75%	 Loss : 5.6209e-05	 RES : 1.2414e-07	 MSE : 3.1010e-05	 REL : 2.5817e-01
Training Epoch 131 :	 Loss : 5.0904e-05 	 RES : 1.0602e-07	 MSE : 3.1438e-05	 REL : 2.6673e-01
Validation Epoch 131 :	 Loss : 5.0649e-05	 RES : 1.0419e-07	 MSE : 3.0645e-05	 REL : 2.6367e-01
Training Epoch 131 finished,took current epoch 191.20s,cumulative time 24824.14s
MODEL SAVED
Learning Rate : 0.001
Epoch 132, 25%	 Loss : 4.9435e-05	 RES : 9.8472e-08	 MSE : 2.6828e-05	 REL : 2.5184e-01
Epoch 132, 50%	 Loss : 4.9142e-05	 RES : 1.0443e-07	 MSE : 2.9642e-05	 REL : 2.6711e-01
Epoch 132, 75%	 Loss : 5.6202e-05	 RES : 1.2399e-07	 MSE : 3.0979e-05	 REL : 2.5804e-01
Training Epoch 132 :	 Loss : 5.0898e-05 	 RES : 1.0586e-07	 MSE : 3.1383e-05	 REL : 2.6649e-01
Validation Epoch 132 :	 Loss : 5.0644e-05	 RES : 1.0407e-07	 MSE : 3.0602e-05	 REL : 2.6348e-01
Training Epoch 132 finished,took current epoch 190.57s,cumulative time 25014.57s
MODEL SAVED
Learning Rate : 0.001
Epoch 133, 25%	 Loss : 4.9430e-05	 RES : 9.8312e-08	 MSE : 2.6761e-05	 REL : 2.5153e-01
Epoch 133, 50%	 Loss : 4.9137e-05	 RES : 1.0425e-07	 MSE : 2.9577e-05	 REL : 2.6681e-01
Epoch 133, 75%	 Loss : 5.6195e-05	 RES : 1.2383e-07	 MSE : 3.0952e-05	 REL : 2.5793e-01
Training Epoch 133 :	 Loss : 5.0893e-05 	 RES : 1.0570e-07	 MSE : 3.1335e-05	 REL : 2.6628e-01
Validation Epoch 133 :	 Loss : 5.0639e-05	 RES : 1.0390e-07	 MSE : 3.0513e-05	 REL : 2.6310e-01
Training Epoch 133 finished,took current epoch 188.71s,cumulative time 25203.07s
MODEL SAVED
Learning Rate : 0.001
Epoch 134, 25%	 Loss : 4.9426e-05	 RES : 9.8178e-08	 MSE : 2.6732e-05	 REL : 2.5139e-01
Epoch 134, 50%	 Loss : 4.9131e-05	 RES : 1.0411e-07	 MSE : 2.9517e-05	 REL : 2.6654e-01
Epoch 134, 75%	 Loss : 5.6190e-05	 RES : 1.2370e-07	 MSE : 3.0928e-05	 REL : 2.5783e-01
Training Epoch 134 :	 Loss : 5.0888e-05 	 RES : 1.0555e-07	 MSE : 3.1284e-05	 REL : 2.6607e-01
Validation Epoch 134 :	 Loss : 5.0634e-05	 RES : 1.0373e-07	 MSE : 3.0463e-05	 REL : 2.6288e-01
Training Epoch 134 finished,took current epoch 188.19s,cumulative time 25391.13s
MODEL SAVED
Learning Rate : 0.001
Epoch 135, 25%	 Loss : 4.9422e-05	 RES : 9.8062e-08	 MSE : 2.6764e-05	 REL : 2.5154e-01
Epoch 135, 50%	 Loss : 4.9127e-05	 RES : 1.0387e-07	 MSE : 2.9394e-05	 REL : 2.6599e-01
Epoch 135, 75%	 Loss : 5.6182e-05	 RES : 1.2347e-07	 MSE : 3.0840e-05	 REL : 2.5746e-01
Training Epoch 135 :	 Loss : 5.0884e-05 	 RES : 1.0539e-07	 MSE : 3.1238e-05	 REL : 2.6587e-01
Validation Epoch 135 :	 Loss : 5.0630e-05	 RES : 1.0364e-07	 MSE : 3.0365e-05	 REL : 2.6245e-01
Training Epoch 135 finished,took current epoch 187.49s,cumulative time 25578.46s
MODEL SAVED
Learning Rate : 0.001
Epoch 136, 25%	 Loss : 4.9419e-05	 RES : 9.8023e-08	 MSE : 2.6774e-05	 REL : 2.5159e-01
Epoch 136, 50%	 Loss : 4.9121e-05	 RES : 1.0370e-07	 MSE : 2.9305e-05	 REL : 2.6558e-01
Epoch 136, 75%	 Loss : 5.6176e-05	 RES : 1.2326e-07	 MSE : 3.0773e-05	 REL : 2.5718e-01
Training Epoch 136 :	 Loss : 5.0879e-05 	 RES : 1.0524e-07	 MSE : 3.1185e-05	 REL : 2.6565e-01
Validation Epoch 136 :	 Loss : 5.0626e-05	 RES : 1.0354e-07	 MSE : 3.0316e-05	 REL : 2.6224e-01
Training Epoch 136 finished,took current epoch 188.12s,cumulative time 25766.34s
MODEL SAVED
Learning Rate : 0.001
Epoch 137, 25%	 Loss : 4.9416e-05	 RES : 9.8010e-08	 MSE : 2.6805e-05	 REL : 2.5174e-01
Epoch 137, 50%	 Loss : 4.9116e-05	 RES : 1.0351e-07	 MSE : 2.9264e-05	 REL : 2.6540e-01
Epoch 137, 75%	 Loss : 5.6169e-05	 RES : 1.2305e-07	 MSE : 3.0712e-05	 REL : 2.5692e-01
Training Epoch 137 :	 Loss : 5.0874e-05 	 RES : 1.0511e-07	 MSE : 3.1147e-05	 REL : 2.6548e-01
Validation Epoch 137 :	 Loss : 5.0621e-05	 RES : 1.0340e-07	 MSE : 3.0254e-05	 REL : 2.6198e-01
Training Epoch 137 finished,took current epoch 188.84s,cumulative time 25954.89s
MODEL SAVED
Learning Rate : 0.001
Epoch 138, 25%	 Loss : 4.9412e-05	 RES : 9.7854e-08	 MSE : 2.6749e-05	 REL : 2.5147e-01
Epoch 138, 50%	 Loss : 4.9112e-05	 RES : 1.0333e-07	 MSE : 2.9207e-05	 REL : 2.6514e-01
Epoch 138, 75%	 Loss : 5.6162e-05	 RES : 1.2285e-07	 MSE : 3.0692e-05	 REL : 2.5684e-01
Training Epoch 138 :	 Loss : 5.0870e-05 	 RES : 1.0497e-07	 MSE : 3.1100e-05	 REL : 2.6528e-01
Validation Epoch 138 :	 Loss : 5.0618e-05	 RES : 1.0327e-07	 MSE : 3.0230e-05	 REL : 2.6187e-01
Training Epoch 138 finished,took current epoch 188.48s,cumulative time 26143.15s
MODEL SAVED
Learning Rate : 0.001
Epoch 139, 25%	 Loss : 4.9408e-05	 RES : 9.7779e-08	 MSE : 2.6742e-05	 REL : 2.5144e-01
Epoch 139, 50%	 Loss : 4.9106e-05	 RES : 1.0311e-07	 MSE : 2.9159e-05	 REL : 2.6492e-01
Epoch 139, 75%	 Loss : 5.6156e-05	 RES : 1.2270e-07	 MSE : 3.0604e-05	 REL : 2.5647e-01
Training Epoch 139 :	 Loss : 5.0865e-05 	 RES : 1.0483e-07	 MSE : 3.1056e-05	 REL : 2.6509e-01
Validation Epoch 139 :	 Loss : 5.0614e-05	 RES : 1.0319e-07	 MSE : 3.0167e-05	 REL : 2.6160e-01
Training Epoch 139 finished,took current epoch 189.70s,cumulative time 26332.70s
MODEL SAVED
Learning Rate : 0.001
Epoch 140, 25%	 Loss : 4.9405e-05	 RES : 9.7731e-08	 MSE : 2.6747e-05	 REL : 2.5146e-01
Epoch 140, 50%	 Loss : 4.9101e-05	 RES : 1.0292e-07	 MSE : 2.9111e-05	 REL : 2.6470e-01
Epoch 140, 75%	 Loss : 5.6150e-05	 RES : 1.2250e-07	 MSE : 3.0563e-05	 REL : 2.5630e-01
Training Epoch 140 :	 Loss : 5.0861e-05 	 RES : 1.0470e-07	 MSE : 3.1012e-05	 REL : 2.6490e-01
Validation Epoch 140 :	 Loss : 5.0610e-05	 RES : 1.0303e-07	 MSE : 3.0098e-05	 REL : 2.6130e-01
Training Epoch 140 finished,took current epoch 191.05s,cumulative time 26523.43s
MODEL SAVED
Learning Rate : 0.001
Epoch 141, 25%	 Loss : 4.9401e-05	 RES : 9.7620e-08	 MSE : 2.6723e-05	 REL : 2.5135e-01
Epoch 141, 50%	 Loss : 4.9095e-05	 RES : 1.0269e-07	 MSE : 2.9070e-05	 REL : 2.6452e-01
Epoch 141, 75%	 Loss : 5.6144e-05	 RES : 1.2236e-07	 MSE : 3.0537e-05	 REL : 2.5619e-01
Training Epoch 141 :	 Loss : 5.0857e-05 	 RES : 1.0458e-07	 MSE : 3.0977e-05	 REL : 2.6475e-01
Validation Epoch 141 :	 Loss : 5.0605e-05	 RES : 1.0286e-07	 MSE : 3.0081e-05	 REL : 2.6123e-01
Training Epoch 141 finished,took current epoch 189.75s,cumulative time 26712.99s
MODEL SAVED
Learning Rate : 0.001
Epoch 142, 25%	 Loss : 4.9397e-05	 RES : 9.7524e-08	 MSE : 2.6710e-05	 REL : 2.5129e-01
Epoch 142, 50%	 Loss : 4.9090e-05	 RES : 1.0250e-07	 MSE : 2.9009e-05	 REL : 2.6424e-01
Epoch 142, 75%	 Loss : 5.6138e-05	 RES : 1.2213e-07	 MSE : 3.0533e-05	 REL : 2.5617e-01
Training Epoch 142 :	 Loss : 5.0852e-05 	 RES : 1.0443e-07	 MSE : 3.0936e-05	 REL : 2.6457e-01
Validation Epoch 142 :	 Loss : 5.0602e-05	 RES : 1.0274e-07	 MSE : 3.0026e-05	 REL : 2.6099e-01
Training Epoch 142 finished,took current epoch 189.31s,cumulative time 26902.16s
MODEL SAVED
Learning Rate : 0.001
Epoch 143, 25%	 Loss : 4.9394e-05	 RES : 9.7413e-08	 MSE : 2.6652e-05	 REL : 2.5101e-01
Epoch 143, 50%	 Loss : 4.9086e-05	 RES : 1.0234e-07	 MSE : 2.8977e-05	 REL : 2.6410e-01
Epoch 143, 75%	 Loss : 5.6131e-05	 RES : 1.2191e-07	 MSE : 3.0462e-05	 REL : 2.5588e-01
Training Epoch 143 :	 Loss : 5.0848e-05 	 RES : 1.0430e-07	 MSE : 3.0893e-05	 REL : 2.6438e-01
Validation Epoch 143 :	 Loss : 5.0598e-05	 RES : 1.0262e-07	 MSE : 2.9984e-05	 REL : 2.6080e-01
Training Epoch 143 finished,took current epoch 189.42s,cumulative time 27091.34s
MODEL SAVED
Learning Rate : 0.001
Epoch 144, 25%	 Loss : 4.9391e-05	 RES : 9.7301e-08	 MSE : 2.6629e-05	 REL : 2.5091e-01
Epoch 144, 50%	 Loss : 4.9081e-05	 RES : 1.0213e-07	 MSE : 2.8943e-05	 REL : 2.6394e-01
Epoch 144, 75%	 Loss : 5.6126e-05	 RES : 1.2181e-07	 MSE : 3.0413e-05	 REL : 2.5567e-01
Training Epoch 144 :	 Loss : 5.0844e-05 	 RES : 1.0418e-07	 MSE : 3.0862e-05	 REL : 2.6425e-01
Validation Epoch 144 :	 Loss : 5.0595e-05	 RES : 1.0255e-07	 MSE : 2.9949e-05	 REL : 2.6065e-01
Training Epoch 144 finished,took current epoch 189.43s,cumulative time 27280.58s
MODEL SAVED
Learning Rate : 0.001
Epoch 145, 25%	 Loss : 4.9388e-05	 RES : 9.7300e-08	 MSE : 2.6617e-05	 REL : 2.5085e-01
Epoch 145, 50%	 Loss : 4.9076e-05	 RES : 1.0197e-07	 MSE : 2.8875e-05	 REL : 2.6363e-01
Epoch 145, 75%	 Loss : 5.6120e-05	 RES : 1.2166e-07	 MSE : 3.0360e-05	 REL : 2.5545e-01
Training Epoch 145 :	 Loss : 5.0840e-05 	 RES : 1.0407e-07	 MSE : 3.0827e-05	 REL : 2.6410e-01
Validation Epoch 145 :	 Loss : 5.0591e-05	 RES : 1.0243e-07	 MSE : 2.9913e-05	 REL : 2.6049e-01
Training Epoch 145 finished,took current epoch 187.54s,cumulative time 27467.99s
MODEL SAVED
Learning Rate : 0.001
Epoch 146, 25%	 Loss : 4.9385e-05	 RES : 9.7253e-08	 MSE : 2.6579e-05	 REL : 2.5067e-01
Epoch 146, 50%	 Loss : 4.9072e-05	 RES : 1.0183e-07	 MSE : 2.8859e-05	 REL : 2.6356e-01
Epoch 146, 75%	 Loss : 5.6114e-05	 RES : 1.2150e-07	 MSE : 3.0355e-05	 REL : 2.5543e-01
Training Epoch 146 :	 Loss : 5.0836e-05 	 RES : 1.0396e-07	 MSE : 3.0801e-05	 REL : 2.6399e-01
Validation Epoch 146 :	 Loss : 5.0586e-05	 RES : 1.0224e-07	 MSE : 2.9849e-05	 REL : 2.6021e-01
Training Epoch 146 finished,took current epoch 188.92s,cumulative time 27656.69s
MODEL SAVED
Learning Rate : 0.001
Epoch 147, 25%	 Loss : 4.9381e-05	 RES : 9.7128e-08	 MSE : 2.6530e-05	 REL : 2.5044e-01
Epoch 147, 50%	 Loss : 4.9068e-05	 RES : 1.0172e-07	 MSE : 2.8842e-05	 REL : 2.6348e-01
Epoch 147, 75%	 Loss : 5.6108e-05	 RES : 1.2134e-07	 MSE : 3.0335e-05	 REL : 2.5534e-01
Training Epoch 147 :	 Loss : 5.0832e-05 	 RES : 1.0385e-07	 MSE : 3.0773e-05	 REL : 2.6387e-01
Validation Epoch 147 :	 Loss : 5.0583e-05	 RES : 1.0211e-07	 MSE : 2.9804e-05	 REL : 2.6002e-01
Training Epoch 147 finished,took current epoch 188.50s,cumulative time 27845.00s
MODEL SAVED
Learning Rate : 0.001
Epoch 148, 25%	 Loss : 4.9377e-05	 RES : 9.6986e-08	 MSE : 2.6520e-05	 REL : 2.5039e-01
Epoch 148, 50%	 Loss : 4.9064e-05	 RES : 1.0157e-07	 MSE : 2.8845e-05	 REL : 2.6349e-01
Epoch 148, 75%	 Loss : 5.6104e-05	 RES : 1.2120e-07	 MSE : 3.0266e-05	 REL : 2.5505e-01
Training Epoch 148 :	 Loss : 5.0828e-05 	 RES : 1.0373e-07	 MSE : 3.0738e-05	 REL : 2.6371e-01
Validation Epoch 148 :	 Loss : 5.0579e-05	 RES : 1.0198e-07	 MSE : 2.9777e-05	 REL : 2.5990e-01
Training Epoch 148 finished,took current epoch 188.91s,cumulative time 28033.70s
MODEL SAVED
Learning Rate : 0.001
Epoch 149, 25%	 Loss : 4.9374e-05	 RES : 9.6862e-08	 MSE : 2.6505e-05	 REL : 2.5032e-01
Epoch 149, 50%	 Loss : 4.9060e-05	 RES : 1.0148e-07	 MSE : 2.8853e-05	 REL : 2.6353e-01
Epoch 149, 75%	 Loss : 5.6099e-05	 RES : 1.2107e-07	 MSE : 3.0211e-05	 REL : 2.5482e-01
Training Epoch 149 :	 Loss : 5.0825e-05 	 RES : 1.0362e-07	 MSE : 3.0712e-05	 REL : 2.6360e-01
Validation Epoch 149 :	 Loss : 5.0575e-05	 RES : 1.0185e-07	 MSE : 2.9735e-05	 REL : 2.5972e-01
Training Epoch 149 finished,took current epoch 189.19s,cumulative time 28222.67s
MODEL SAVED
Learning Rate : 0.001
Epoch 150, 25%	 Loss : 4.9370e-05	 RES : 9.6788e-08	 MSE : 2.6489e-05	 REL : 2.5025e-01
Epoch 150, 50%	 Loss : 4.9056e-05	 RES : 1.0135e-07	 MSE : 2.8808e-05	 REL : 2.6332e-01
Epoch 150, 75%	 Loss : 5.6093e-05	 RES : 1.2096e-07	 MSE : 3.0148e-05	 REL : 2.5455e-01
Training Epoch 150 :	 Loss : 5.0820e-05 	 RES : 1.0351e-07	 MSE : 3.0689e-05	 REL : 2.6350e-01
Validation Epoch 150 :	 Loss : 5.0570e-05	 RES : 1.0172e-07	 MSE : 2.9675e-05	 REL : 2.5946e-01
Training Epoch 150 finished,took current epoch 188.20s,cumulative time 28410.62s
MODEL SAVED
Learning Rate : 0.001
Epoch 151, 25%	 Loss : 4.9363e-05	 RES : 9.6548e-08	 MSE : 2.6417e-05	 REL : 2.4991e-01
Epoch 151, 50%	 Loss : 4.9051e-05	 RES : 1.0121e-07	 MSE : 2.8758e-05	 REL : 2.6309e-01
Epoch 151, 75%	 Loss : 5.6087e-05	 RES : 1.2076e-07	 MSE : 3.0036e-05	 REL : 2.5408e-01
Training Epoch 151 :	 Loss : 5.0815e-05 	 RES : 1.0338e-07	 MSE : 3.0661e-05	 REL : 2.6338e-01
Validation Epoch 151 :	 Loss : 5.0566e-05	 RES : 1.0163e-07	 MSE : 2.9635e-05	 REL : 2.5928e-01
Training Epoch 151 finished,took current epoch 189.81s,cumulative time 28600.29s
MODEL SAVED
Learning Rate : 0.001
Epoch 152, 25%	 Loss : 4.9359e-05	 RES : 9.6383e-08	 MSE : 2.6426e-05	 REL : 2.4995e-01
Epoch 152, 50%	 Loss : 4.9047e-05	 RES : 1.0109e-07	 MSE : 2.8715e-05	 REL : 2.6290e-01
Epoch 152, 75%	 Loss : 5.6081e-05	 RES : 1.2059e-07	 MSE : 2.9967e-05	 REL : 2.5379e-01
Training Epoch 152 :	 Loss : 5.0810e-05 	 RES : 1.0327e-07	 MSE : 3.0632e-05	 REL : 2.6325e-01
Validation Epoch 152 :	 Loss : 5.0561e-05	 RES : 1.0149e-07	 MSE : 2.9554e-05	 REL : 2.5893e-01
Training Epoch 152 finished,took current epoch 189.04s,cumulative time 28789.11s
MODEL SAVED
Learning Rate : 0.001
Epoch 153, 25%	 Loss : 4.9355e-05	 RES : 9.6334e-08	 MSE : 2.6440e-05	 REL : 2.5002e-01
Epoch 153, 50%	 Loss : 4.9042e-05	 RES : 1.0093e-07	 MSE : 2.8646e-05	 REL : 2.6258e-01
Epoch 153, 75%	 Loss : 5.6075e-05	 RES : 1.2038e-07	 MSE : 2.9917e-05	 REL : 2.5358e-01
Training Epoch 153 :	 Loss : 5.0806e-05 	 RES : 1.0315e-07	 MSE : 3.0601e-05	 REL : 2.6312e-01
Validation Epoch 153 :	 Loss : 5.0557e-05	 RES : 1.0136e-07	 MSE : 2.9533e-05	 REL : 2.5884e-01
Training Epoch 153 finished,took current epoch 189.19s,cumulative time 28978.11s
MODEL SAVED
Learning Rate : 0.001
Epoch 154, 25%	 Loss : 4.9351e-05	 RES : 9.6268e-08	 MSE : 2.6448e-05	 REL : 2.5005e-01
Epoch 154, 50%	 Loss : 4.9038e-05	 RES : 1.0072e-07	 MSE : 2.8588e-05	 REL : 2.6231e-01
Epoch 154, 75%	 Loss : 5.6070e-05	 RES : 1.2020e-07	 MSE : 2.9852e-05	 REL : 2.5330e-01
Training Epoch 154 :	 Loss : 5.0802e-05 	 RES : 1.0303e-07	 MSE : 3.0578e-05	 REL : 2.6302e-01
Validation Epoch 154 :	 Loss : 5.0554e-05	 RES : 1.0130e-07	 MSE : 2.9486e-05	 REL : 2.5864e-01
Training Epoch 154 finished,took current epoch 188.54s,cumulative time 29166.40s
MODEL SAVED
Learning Rate : 0.001
Epoch 155, 25%	 Loss : 4.9348e-05	 RES : 9.6191e-08	 MSE : 2.6444e-05	 REL : 2.5004e-01
Epoch 155, 50%	 Loss : 4.9034e-05	 RES : 1.0064e-07	 MSE : 2.8540e-05	 REL : 2.6210e-01
Epoch 155, 75%	 Loss : 5.6064e-05	 RES : 1.2002e-07	 MSE : 2.9791e-05	 REL : 2.5304e-01
Training Epoch 155 :	 Loss : 5.0798e-05 	 RES : 1.0292e-07	 MSE : 3.0552e-05	 REL : 2.6291e-01
Validation Epoch 155 :	 Loss : 5.0550e-05	 RES : 1.0113e-07	 MSE : 2.9448e-05	 REL : 2.5847e-01
Training Epoch 155 finished,took current epoch 188.57s,cumulative time 29354.74s
MODEL SAVED
Learning Rate : 0.001
Epoch 156, 25%	 Loss : 4.9346e-05	 RES : 9.6248e-08	 MSE : 2.6517e-05	 REL : 2.5038e-01
Epoch 156, 50%	 Loss : 4.9030e-05	 RES : 1.0050e-07	 MSE : 2.8456e-05	 REL : 2.6171e-01
Epoch 156, 75%	 Loss : 5.6058e-05	 RES : 1.1980e-07	 MSE : 2.9737e-05	 REL : 2.5281e-01
Training Epoch 156 :	 Loss : 5.0795e-05 	 RES : 1.0280e-07	 MSE : 3.0518e-05	 REL : 2.6276e-01
Validation Epoch 156 :	 Loss : 5.0547e-05	 RES : 1.0108e-07	 MSE : 2.9417e-05	 REL : 2.5833e-01
Training Epoch 156 finished,took current epoch 188.06s,cumulative time 29542.66s
MODEL SAVED
Learning Rate : 0.001
Epoch 157, 25%	 Loss : 4.9345e-05	 RES : 9.6265e-08	 MSE : 2.6548e-05	 REL : 2.5053e-01
Epoch 157, 50%	 Loss : 4.9026e-05	 RES : 1.0040e-07	 MSE : 2.8418e-05	 REL : 2.6154e-01
Epoch 157, 75%	 Loss : 5.6053e-05	 RES : 1.1965e-07	 MSE : 2.9675e-05	 REL : 2.5255e-01
Training Epoch 157 :	 Loss : 5.0791e-05 	 RES : 1.0269e-07	 MSE : 3.0493e-05	 REL : 2.6266e-01
Validation Epoch 157 :	 Loss : 5.0543e-05	 RES : 1.0099e-07	 MSE : 2.9376e-05	 REL : 2.5815e-01
Training Epoch 157 finished,took current epoch 188.81s,cumulative time 29731.29s
MODEL SAVED
Learning Rate : 0.001
Epoch 158, 25%	 Loss : 4.9343e-05	 RES : 9.6214e-08	 MSE : 2.6537e-05	 REL : 2.5047e-01
Epoch 158, 50%	 Loss : 4.9023e-05	 RES : 1.0034e-07	 MSE : 2.8422e-05	 REL : 2.6155e-01
Epoch 158, 75%	 Loss : 5.6048e-05	 RES : 1.1950e-07	 MSE : 2.9674e-05	 REL : 2.5255e-01
Training Epoch 158 :	 Loss : 5.0788e-05 	 RES : 1.0259e-07	 MSE : 3.0473e-05	 REL : 2.6257e-01
Validation Epoch 158 :	 Loss : 5.0540e-05	 RES : 1.0087e-07	 MSE : 2.9357e-05	 REL : 2.5807e-01
Training Epoch 158 finished,took current epoch 189.57s,cumulative time 29920.66s
MODEL SAVED
Learning Rate : 0.001
Epoch 159, 25%	 Loss : 4.9339e-05	 RES : 9.6082e-08	 MSE : 2.6509e-05	 REL : 2.5034e-01
